TextID,DESPC,DESSC,DESWC,DESPL,DESPLd,DESSL,DESSLd,DESWLsy,DESWLsyd,DESWLlt,DESWLltd,PCNARz,PCNARp,PCSYNz,PCSYNp,PCCNCz,PCCNCp,PCREFz,PCREFp,PCDCz,PCDCp,PCVERBz,PCVERBp,PCCONNz,PCCONNp,PCTEMPz,PCTEMPp,CRFNO1,CRFAO1,CRFSO1,CRFNOa,CRFAOa,CRFSOa,CRFCWO1,CRFCWO1d,CRFCWOa,CRFCWOad,CRFANP1,CRFANPa,LSASS1,LSASS1d,LSASSp,LSASSpd,LSAPP1,LSAPP1d,LSAGN,LSAGNd,LDTTRc,LDTTRa,LDMTLD,LDVOCD,CNCAll,CNCCaus,CNCLogic,CNCADC,CNCTemp,CNCTempx,CNCAdd,CNCPos,CNCNeg,SMCAUSv,SMCAUSvp,SMINTEp,SMCAUSr,SMINTEr,SMCAUSlsa,SMCAUSwn,SMTEMP,SYNLE,SYNNP,SYNMEDpos,SYNMEDwrd,SYNMEDlem,SYNSTRUTa,SYNSTRUTt,DRNP,DRVP,DRAP,DRPP,DRPVAL,DRNEG,DRGERUND,DRINF,WRDNOUN,WRDVERB,WRDADJ,WRDADV,WRDPRO,WRDPRP1s,WRDPRP1p,WRDPRP2,WRDPRP3s,WRDPRP3p,WRDFRQc,WRDFRQa,WRDFRQmc,WRDAOAc,WRDFAMc,WRDCNCc,WRDIMGc,WRDMEAc,WRDPOLc,WRDHYPn,WRDHYPv,WRDHYPnv,RDFRE,RDFKGL,RDL2
C:\gwu\cohmetrix\FakeNewsNet_Unprocessed\cohmetrix\body\b100_38.txt,27,83,1714,3.07399988174438,1.91999995708466,21.0359992980957,9.95400047302246,1.50999999046326,0.869000017642975,4.58199977874756,2.60899996757507,-0.0240000002086163,49.2000007629395,-0.465999990701675,32.2799987792969,-0.906000018119812,18.4099998474121,-1.40900003910065,7.92999982833862,0.83899998664856,79.6699981689453,-0.658999979496002,25.4599990844727,-1.73500001430511,4.17999982833862,-0.36599999666214,35.939998626709,0.23199999332428,0.426999986171722,0.328999996185303,0.144999995827675,0.31700000166893,0.236000001430511,0.0610000006854534,0.0829999968409538,0.0399999991059303,0.063000001013279,0.41499999165535,0.0810000002384186,0.119999997317791,0.128999993205071,0.108999997377396,0.125,0.225999996066093,0.143999993801117,0.280000001192093,0.0949999988079071,0.680999994277954,0.41100001335144,135.813995361328,146.585006713867,81.0970001220703,25.6709995269775,42.0069999694824,14.5860004425049,17.5030002593994,19.2530002593994,43.173999786377,71.7620010375977,10.5019998550415,14.0019998550415,23.3369998931885,9.91800022125244,0.639999985694885,2.33299994468689,0.063000001013279,0.381999999284744,0.799000024795532,4.44600009918213,0.861999988555908,0.652999997138977,0.894999980926514,0.883000016212463,0.0879999995231628,0.0640000030398369,362.309997558594,207.70100402832,32.0890007019043,104.43399810791,5.25099992752075,11.668999671936,11.085000038147,16.9190006256104,277.128997802734,124.855003356934,74.6800003051758,58.9259986877441,71.1790008544922,9.91800022125244,2.91700005531311,9.33500003814697,30.3379993438721,6.41800022125244,2.21700000762939,2.98600006103516,0.912999987602234,375.950988769531,567.325012207031,349.865997314453,383.588989257813,409.282012939453,3.75799989700317,5.74599981307983,1.50399994850159,1.71000003814697,58.1279983520508,10.2819995880127,12.7779998779297
C:\gwu\cohmetrix\FakeNewsNet_Unprocessed\cohmetrix\body\b101_52.txt,8,14,263,1.75,1.16499996185303,19.2859992980957,12.4370002746582,1.57799994945526,0.957000017166138,4.85200023651123,2.55900001525879,0.231000006198883,59.0999984741211,-0.166999995708466,43.6399993896484,-0.791999995708466,21.4799995422363,-1.25300002098084,10.5600004196167,-0.0140000004321337,49.5999984741211,-0.237000003457069,40.9000015258789,-1.88499999046326,3.00999999046326,-0.986999988555908,16.3500003814697,0.153999999165535,0.537999987602234,0.231000006198883,0.187999993562698,0.270999997854233,0.211999997496605,0.108999997377396,0.136999994516373,0.0469999983906746,0.0790000036358833,0.231000006198883,0.0710000023245811,0.0930000022053719,0.122000001370907,0.0769999995827675,0.120999999344349,0.130999997258186,0.108999997377396,0.254000008106232,0.11599999666214,0.763999998569489,0.580999970436096,121.472999572754,120.299003601074,76.0459976196289,22.8139991760254,30.4179992675781,22.8139991760254,22.8139991760254,19.0109996795654,38.0229988098145,57.0340003967285,19.0109996795654,19.0109996795654,26.6159992218018,26.6159992218018,0.333000004291534,0.5,0.0549999997019768,0.492000013589859,0.768999993801117,5.28599977493286,0.910000026226044,0.708000004291534,0.888999998569489,0.851999998092651,0.090999998152256,0.0759999975562096,361.217010498047,212.927993774414,22.8139991760254,106.463996887207,0,19.0109996795654,19.0109996795654,11.4069995880127,273.764007568359,136.88200378418,87.4530029296875,68.4410018920898,57.0340003967285,11.4069995880127,11.4069995880127,0,15.2089996337891,11.4069995880127,2.34999990463257,3.04699993133545,1.27499997615814,396.055999755859,574.296020507813,348.239990234375,389.740997314453,428.345001220703,3.85999989509583,5.06099987030029,1.56099998950958,1.60800004005432,54.2680015563965,10.3570003509521,18.4160003662109
C:\gwu\cohmetrix\FakeNewsNet_Unprocessed\cohmetrix\body\b102_19.txt,8,13,247,1.625,1.06099998950958,19.2310009002686,12.1120004653931,1.49000000953674,0.820999979972839,4.53000020980835,2.66199994087219,0.163000002503395,56.3600006103516,-0.469999998807907,31.9200000762939,0.0390000008046627,51.2000007629395,-0.578999996185303,28.1000003814697,-1.06099998950958,14.460000038147,-0.788999974727631,21.7700004577637,-0.275000005960464,39.3600006103516,-0.615000009536743,27.0900001525879,0.416999995708466,0.416999995708466,0.416999995708466,0.333000004291534,0.439999997615814,0.386999994516373,0.0610000006854534,0.096000000834465,0.0700000002980232,0.129999995231628,0.416999995708466,0.187000006437302,0.150999993085861,0.181999996304512,0.207000002264977,0.187999993562698,0.174999997019768,0.174999997019768,0.323000013828278,0.159999996423721,0.685999989509583,0.551999986171722,104.552001953125,101.63200378418,40.4860000610352,8.09700012207031,28.3400001525879,24.2910003662109,12.1459999084473,12.1459999084473,16.1940002441406,32.3889999389648,8.09700012207031,16.1940002441406,16.1940002441406,24.2910003662109,0,0.28600001335144,0.0480000004172325,0.360000014305115,0.833000004291534,4.53800010681152,0.880999982357025,0.65200001001358,0.912000000476837,0.885999977588654,0.0410000011324883,0.0439999997615814,364.372009277344,230.768997192383,32.3889999389648,109.311996459961,0,12.1459999084473,60.7290000915527,16.1940002441406,299.595001220703,141.699996948242,60.7290000915527,44.5349998474121,68.8259963989258,32.3889999389648,4.04899978637695,4.04899978637695,20.2430000305176,4.04899978637695,2.19000005722046,2.97900009155273,1.53999996185303,407.519989013672,561.577026367188,387.161987304688,414.756011962891,447.140014648438,4.32100009918213,5.28999996185303,1.89699995517731,1.80099999904633,61.4959983825684,9.40200042724609,9.29399967193604
C:\gwu\cohmetrix\FakeNewsNet_Unprocessed\cohmetrix\body\b103_84.txt,4,7,119,1.75,0.5,17.1429996490479,6.98600006103516,1.7059999704361,0.995000004768372,4.90799999237061,2.76500010490417,-1.24399995803833,10.75,1.17900002002716,87.9000015258789,-0.063000001013279,47.6100006103516,-1.78400003910065,3.75,1.38900005817413,91.620002746582,-2.09899997711182,1.83000004291534,-1.26300001144409,10.3800001144409,-4.36299991607666,0,0.333000004291534,0.333000004291534,0.5,0.238000005483627,0.238000005483627,0.381000012159348,0.0489999987185001,0.0570000000298023,0.0390000008046627,0.0740000009536743,0.166999995708466,0.0480000004172325,0.259999990463257,0.0670000016689301,0.25,0.0329999998211861,0.407999992370605,0.105999998748302,0.284999996423721,0.148000001907349,0.878000020980835,0.774999976158142,149.332992553711,150.927001953125,92.4369964599609,42.0169982910156,58.8240013122559,16.806999206543,8.40299987792969,42.0169982910156,33.6129989624023,75.629997253418,16.806999206543,16.806999206543,25.2099990844727,50.4199981689453,0.333000004291534,0.570999979972839,0.0549999997019768,0.448000013828278,0.416999995708466,4.71400022506714,1.33299994468689,0.626999974250793,0.944999992847443,0.889999985694885,0.187999993562698,0.135000005364418,294.118011474609,184.873992919922,25.2099990844727,109.244003295898,16.806999206543,25.2099990844727,16.806999206543,0,361.345001220703,117.648002624512,75.629997253418,42.0169982910156,33.6129989624023,16.806999206543,0,0,0,0,2.00200009346008,2.82999992370605,1.04499995708466,442.273010253906,555.697021484375,390.061004638672,411.182006835938,423.6669921875,3.65400004386902,5.45100021362305,1.92599999904633,2.15100002288818,45.2519989013672,11.1709995269775,13.5030002593994
C:\gwu\cohmetrix\FakeNewsNet_Unprocessed\cohmetrix\body\b104_29.txt,10,22,432,2.20000004768372,1.75100004673004,19.9549999237061,15.6709995269775,1.68799996376038,0.920000016689301,5.03499984741211,2.61199998855591,-0.820999979972839,20.6100006103516,0.409000009298325,65.5400009155273,-0.206000000238419,42.0699996948242,-1.57599997520447,5.82000017166138,-0.279000014066696,38.9700012207031,-1.24199998378754,10.75,-2.16100001335144,1.53999996185303,-1.05099999904633,14.6899995803833,0.333000004291534,0.381000012159348,0.428999990224838,0.266999989748001,0.303000003099442,0.375999987125397,0.0829999968409538,0.123000003397465,0.0480000004172325,0.0820000022649765,0.189999997615814,0.0480000004172325,0.224000006914139,0.214000001549721,0.112000003457069,0.151999995112419,0.442999988794327,0.231000006198883,0.310999989509583,0.159999996423721,0.716000020503998,0.563000023365021,141.266006469727,148.733001708984,81.0189971923828,13.8889999389648,30.0930004119873,20.8330001831055,16.2040004730225,32.4070014953613,43.9809989929199,67.129997253418,6.94399976730347,27.7779998779297,34.7220001220703,20.8330001831055,0.231000006198883,0.400000005960464,0.0329999998211861,0.569000005722046,0.762000024318695,4.31799983978271,1.29799997806549,0.750999987125397,0.919000029563904,0.910000026226044,0.112000003457069,0.0869999974966049,326.389007568359,189.815002441406,30.0930004119873,76.3889999389648,0,11.5740003585815,32.4070014953613,20.8330001831055,372.686004638672,127.315002441406,62.5,48.6110000610352,41.6669998168945,0,9.25899982452393,2.31500005722046,20.8330001831055,6.94399976730347,2.05800008773804,2.76799988746643,1.58599996566772,436.345001220703,558.158996582031,386.290985107422,398.908996582031,411.317993164063,3.75399994850159,5.70100021362305,1.71800005435944,2.2739999294281,44.0999984741211,11.9860000610352,11.8649997711182
C:\gwu\cohmetrix\FakeNewsNet_Unprocessed\cohmetrix\body\b105_274.txt,8,11,235,1.375,0.51800000667572,21.818000793457,12.1230001449585,1.66799998283386,0.982999980449677,5.06799983978271,2.83800005912781,-1.10599994659424,13.5699996948242,-0.0920000001788139,46.4099998474121,0.782999992370605,78.2300033569336,0.705999970436096,75.8000030517578,-0.0109999999403954,49.5999984741211,-1.21000003814697,11.3100004196167,0.467999994754791,67.7200012207031,-0.624000012874603,26.7600002288818,0.699999988079071,0.699999988079071,0.699999988079071,0.654999971389771,0.654999971389771,0.654999971389771,0.158000007271767,0.152999997138977,0.131999999284744,0.150000005960464,0,0,0.210999995470047,0.175999999046326,0.289000004529953,0.208000004291534,0.233999997377396,0.188999995589256,0.300999999046326,0.171000003814697,0.649999976158142,0.517000019550323,82,68.7060012817383,51.0639991760254,29.7870006561279,29.7870006561279,8.51099967956543,12.7659997940063,21.2770004272461,17.0209999084473,51.0639991760254,8.51099967956543,17.0209999084473,21.2770004272461,25.5319995880127,0.200000002980232,0.85699999332428,0.0520000010728836,0.758000016212463,0.800000011920929,4.90899991989136,1.22000002861023,0.574999988079071,0.828000009059906,0.791000008583069,0.0890000015497208,0.101000003516674,370.213012695313,178.723007202148,17.0209999084473,127.660003662109,12.7659997940063,4.25500011444092,8.51099967956543,25.5319995880127,374.467987060547,131.914993286133,51.0639991760254,29.7870006561279,25.5319995880127,4.25500011444092,0,0,12.7659997940063,0,1.67400002479553,2.70300006866455,1.21300005912781,424.061004638672,540.052001953125,408.221984863281,430.828002929688,439.928985595703,3.29699993133545,6.33400011062622,2.10500001907349,2.55999994277954,44.0379981994629,12.423999786377,5.84999990463257
C:\gwu\cohmetrix\FakeNewsNet_Unprocessed\cohmetrix\body\b106_3.txt,7,13,246,1.85699999332428,1.2150000333786,19.3080005645752,9.16899967193604,1.56099998950958,0.848999977111816,4.84999990463257,2.60899996757507,-0.26800000667572,39.7400016784668,-0.665000021457672,25.4599990844727,0.810999989509583,79.0999984741211,-1.21599996089935,11.3100004196167,-1.10000002384186,13.5699996948242,-0.976999998092651,16.6000003814697,-1.01999998092651,15.3900003433228,0.127000004053116,54.7799987792969,0.416999995708466,0.5,0.416999995708466,0.200000002980232,0.266999989748001,0.266999989748001,0.0740000009536743,0.0860000029206276,0.0359999984502792,0.061999998986721,0.0829999968409538,0.0529999993741512,0.166999995708466,0.162000000476837,0.170000001788139,0.142000004649162,0.206000000238419,0.181999996304512,0.252000004053116,0.11599999666214,0.864000022411346,0.652999997138977,135.548004150391,121.50700378418,48.7799987792969,12.1949996948242,16.2600002288818,8.13000011444092,4.06500005722046,12.1949996948242,28.4549999237061,40.6500015258789,4.06500005722046,32.5200004577637,36.5849990844727,8.13000011444092,0.111000001430511,1,0.0590000003576279,0.449999988079071,0.875,3.69199991226196,1.12100005149841,0.626999974250793,0.906000018119812,0.898999989032745,0.0599999986588955,0.0659999996423721,329.268005371094,203.251998901367,32.5200004577637,109.755996704102,12.1949996948242,12.1949996948242,36.5849990844727,8.13000011444092,292.683013916016,130.080001831055,44.7150001525879,52.8460006713867,69.1060028076172,0,8.13000011444092,0,36.5849990844727,20.3250007629395,2.0090000629425,2.92899990081787,0.720000028610229,336.6669921875,569.921997070313,413.967010498047,431.328002929688,440.920013427734,3.52800011634827,6.7039999961853,1.75,2.07399988174438,55.568000793457,10.210000038147,7.13100004196167
C:\gwu\cohmetrix\FakeNewsNet_Unprocessed\cohmetrix\body\b107_13.txt,16,50,952,3.125,2.36299991607666,19.4400005340576,13.7679996490479,1.39300000667572,0.723999977111816,4.30700016021729,2.34100008010864,1.23800003528595,89.0699996948242,-0.342999994754791,36.689998626709,-0.887000024318695,18.9400005340576,0.456999987363815,67.3600006103516,-0.382999986410141,35.2000007629395,-0.0209999997168779,49.2000007629395,-1.40400004386902,8.07999992370605,-0.418000012636185,34.0900001525879,0.305999994277954,0.633000016212463,0.305999994277954,0.178000003099442,0.503000020980835,0.195999994874001,0.165000006556511,0.185000002384186,0.101000003516674,0.136999994516373,0.570999979972839,0.319000005722046,0.177000001072884,0.163000002503395,0.185000002384186,0.193000003695488,0.166999995708466,0.163000002503395,0.335999995470047,0.112999998033047,0.578999996185303,0.363999992609024,61.8450012207031,109.944999694824,68.2770004272461,14.706000328064,32.5629997253418,16.806999206543,16.806999206543,21.007999420166,36.7649993896484,54.6220016479492,13.6549997329712,14.706000328064,22.0590000152588,26.2609996795654,0.467000007629395,0.384999990463257,0.0879999995231628,0.517000019550323,0.805999994277954,4.94000005722046,0.708999991416931,0.676999986171722,0.837999999523163,0.820999979972839,0.0920000001788139,0.0900000035762787,361.345001220703,231.091995239258,31.5130004882813,84.0339965820313,5.2519998550415,23.1089992523193,12.6049995422363,12.6049995422363,247.899002075195,141.807006835938,56.7220001220703,59.8740005493164,133.40299987793,28.3610000610352,6.30299997329712,14.706000328064,67.2269973754883,6.30299997329712,2.41599988937378,3.11899995803833,1.47899997234344,361.93798828125,577.893981933594,355.390014648438,383.2919921875,423.026000976563,4.19600009918213,5.68300008773804,1.7039999961853,1.60599994659424,69.6620025634766,8.27299976348877,22.8819999694824
C:\gwu\cohmetrix\FakeNewsNet_Unprocessed\cohmetrix\body\b108_10.txt,10,35,609,3.5,2.83800005912781,17.628999710083,8.34200000762939,1.557000041008,0.827000021934509,4.77299976348877,2.625,-1.0789999961853,14.0100002288818,1.06599998474121,85.5400009155273,1.67200005054474,95.25,-1.51600003242493,6.55000019073486,0.115000002086163,54.3800010681152,-0.882000029087067,18.9400005340576,-2.36100006103516,0.910000026226044,-1.62600004673004,5.26000022888184,0.146999999880791,0.206000000238419,0.206000000238419,0.131999999284744,0.168999999761581,0.209999993443489,0.0430000014603138,0.068000003695488,0.0320000015199184,0.0920000001788139,0.146999999880791,0.0270000007003546,0.159999996423721,0.137999996542931,0.17399999499321,0.123000003397465,0.300999999046326,0.222000002861023,0.330000013113022,0.133000001311302,0.716000020503998,0.486000001430511,139.167007446289,109.727996826172,91.9540023803711,22.9890003204346,26.2730007171631,6.56799983978271,11.4940004348755,22.9890003204346,49.2610015869141,78.818000793457,3.28399991989136,39.4090003967285,39.4090003967285,32.8409996032715,0,0.666999995708466,0.0659999996423721,0.409999996423721,0.705999970436096,4.65700006484985,0.936999976634979,0.621999979019165,0.917999982833862,0.901000022888184,0.11599999666214,0.100000001490116,382.593994140625,200.328002929688,27.9150009155273,128.078994750977,26.2730007171631,3.28399991989136,27.9150009155273,8.21000003814697,336.618011474609,133.005004882813,55.8289985656738,34.4830017089844,34.4830017089844,8.21000003814697,1.64199995994568,1.64199995994568,9.85200023651123,6.56799983978271,1.9559999704361,2.8989999294281,1.07299995422363,336.851989746094,564.994995117188,421.759002685547,463.393005371094,448.338012695313,4.38399982452393,6.16900014877319,1.64699995517731,2.21600008010864,57.4519996643066,9.56900024414063,7.74900007247925
C:\gwu\cohmetrix\FakeNewsNet_Unprocessed\cohmetrix\body\b109_21.txt,8,12,225,1.5,0.755999982357025,18.9169998168945,12.0559997558594,1.61800003051758,0.933000028133392,4.85799980163574,2.6159999370575,-0.00999999977648258,49.5999984741211,-0.180999994277954,42.8600006103516,-0.209999993443489,41.6800003051758,-1.26600003242493,10.3800001144409,-0.209999993443489,41.6800003051758,-1.17599999904633,12.1000003814697,-2.61199998855591,0.449999988079071,-0.230000004172325,40.9000015258789,0.363999992609024,0.455000013113022,0.363999992609024,0.291999995708466,0.384999990463257,0.291999995708466,0.0839999988675117,0.123000003397465,0.0590000003576279,0.0829999968409538,0.545000016689301,0.185000002384186,0.112999998033047,0.148000001907349,0.0759999975562096,0.0869999974966049,0.190999999642372,0.188999995589256,0.25,0.114000000059605,0.827000021934509,0.65200001001358,128.966003417969,130.598007202148,75.5559997558594,13.3330001831055,35.5559997558594,26.6669998168945,17.7779998779297,4.44399976730347,48.8889999389648,48.8889999389648,26.6669998168945,13.3330001831055,17.7779998779297,31.1110000610352,0.25,0.375,0.0410000011324883,0.28099998831749,0.864000022411346,3.83299994468689,0.78600001335144,0.634999990463257,0.901000022888184,0.88400000333786,0.0710000023245811,0.0560000017285347,346.6669921875,248.889007568359,31.1110000610352,88.8889999389648,13.3330001831055,8.88899993896484,13.3330001831055,17.7779998779297,275.555999755859,137.77799987793,80,44.4440002441406,75.5559997558594,8.88899993896484,0,0,26.6669998168945,13.3330001831055,2.14599990844727,2.94700002670288,1.62999999523163,419.625,556.314025878906,360.656005859375,393.158996582031,434.532989501953,4.02400016784668,5.06799983978271,2.07500004768372,1.75300002098084,50.9210014343262,10.8149995803833,11.3690004348755
